time_to_first_minus_fifty,avg_fourteen_day_return,time_to_first_plus_hundred,amount_of_time_above_ten_percent,tier,time_spent_below_zero_in_hours,time_to_first_plus_fifty_timestamp,time_to_first_plus_fifty,amount_of_time_above_itm_percent,volume,current_return,high_diff_time,time_to_first_plus_twenty_timestamp,avg_ask,high_date_time,amount_of_time_above_fifty_percent,avg_one_day_return,time_to_first_plus_fourty_timestamp,time_to_first_plus_hundred_timestamp,open_interest,time_to_first_minus_twenty,gamma,avg_twentyone_day_return,company_name,bid,amount_of_time_below_zero_percent,time_to_first_minus_thirty,theta,time_to_first_plus_fourty,alert_time,time_to_first_minus_ten,low_return,rho,strike_price,implied_volatility,ask,time_to_first_plus_ten,time_to_first_minus_fourty_timestamp,time_spent_above_thirty_in_hours,time_to_first_plus_ten_timestamp,emojis,time_to_first_minus_ten_timestamp,vega,expires_at,amount_of_time_above_zero_percent,delta,diff,buy_amount,time_to_first_plus_thirty,itm_time,low_date_time,amount_of_time_above_hundred_percent,underlying_purchase_price,avg_seven_day_return,time_to_first_minus_twenty_timestamp,theo,low,avg_return,low_diff_time,time_spent_above_fifty_in_hours,option_type,high,ever_itm,option_symbol,avg_three_day_return,sector,id,amount_of_time_above_thirty_percent,tags,time_to_first_plus_twenty,time_to_first_minus_fifty_timestamp,time_to_first_minus_thirty_timestamp,high_return,time_to_first_minus_fourty,ticker_symbol,days_to_expiry,time_to_first_plus_thirty_timestamp,time_spent_above_hundred_in_hours,industry_type
,14.97560976,,63.41463415,free,27.77833333,,,0,2205,25.33333333,165.3063889,2021-02-19 14:46:16Z,8.623170732,2021-02-12 19:48:15Z,0,-2.977777778,,,636,,0.0176,14.97560976,Western Digital Corp.,7.4,34.14634146,,-0.0294,,2021-02-12 17:27:53Z,,-6,10.9117,70,0.5281,7.6,0.102222222,,165.3063889,2021-02-12 17:34:01Z,????????,,0.1716,2021-07-16,65.85365854,0.5037,5.740181269,1653750,165.3063889,,2021-02-19 14:46:16Z,0,66.2,14.97560976,,7.5012,7.05,14.97560976,2.339444444,0,call,10.4,FALSE,WDC210716C00070000,-2.977777778,Electronic Technology,f0f97d75-6df5-4239-b983-0fd8cadba8f9,2.43902439,-,165.3063889,,,38.66666667,,WDC,136,2021-02-19 14:46:16Z,0,Computer Storage Device Manufacturing
93.18305556,-80.55021901,,0,free,26890.97194,,,0,1525,-97.4025974,3.525833333,,0.149763314,2021-02-23 15:17:42Z,0,-0.834879406,,,501,93.18305556,0.0218,-80.55021901,Palantir Technologies Inc - Class A,0.76,97.63313609,93.18305556,-0.0922,,2021-02-12 17:35:13Z,93.18305556,-97.4025974,0.1639,48,1.7317,0.78,0.213055556,2021-02-16 14:46:12Z,0,2021-02-12 17:48:00Z,?????,2021-02-16 14:46:12Z,0.0151,2021-02-26,2.366863905,0.1557,49.67259121,117425,,,2021-02-12 21:06:46Z,0,32.07,-74.01477833,2021-02-16 14:46:12Z,0.77,0.02,-80.55021901,261.7080556,0,call,0.82,FALSE,PLTR210226C00048000,-36.81318681,Technology Services,36c7cdb5-21c4-48e9-bbc0-f2f6d5711303,0,-,,2021-02-16 14:46:12Z,2021-02-16 14:46:12Z,6.493506494,93.18305556,PLTR,-4,,0,Software Publishers
,38.4331116,,60.37037037,free,1123.759167,2021-02-23 19:53:51Z,266.1908333,0,341,30.68181818,290.5138889,2021-02-12 18:17:59Z,6.054814815,2021-02-16 16:33:36Z,1.481481481,31.81818182,2021-02-17 19:20:05Z,,20,,0.0061,37.60942761,Marvell Technology Group Ltd,3.6,4.814814815,,-0.0064,121.6280556,2021-02-12 17:42:24Z,,7.954545455,-24.205,33,0.5187,5.2,0.361944444,,15094.63389,2021-02-12 18:04:07Z,?????????,,0.1744,2023-01-20,95.18518519,-0.1517,-38.02816901,150040,0.593055556,,2021-02-24 20:13:14Z,0,53.25,29.17950693,,4.4,4.75,37.60942761,94.85333333,1156.863333,put,7.95,FALSE,MRVL230120P00033000,31.86188811,Electronic Technology,6e5393a1-9da9-4b60-82e5-64df1bb417ff,20.37037037,-,0.593055556,,,80.68181818,,MRVL,689,2021-02-12 18:17:59Z,0,Semiconductor and Related Device Manufacturing
122.2213889,35.90902695,260.8975,33.19672131,free,25317.17556,2021-02-22 20:42:12Z,242.8394444,30.73770492,1496,215.4506438,261.1630556,2021-02-22 20:42:12Z,15.83340164,2021-02-19 15:17:27Z,30.32786885,-13.83294817,2021-02-22 20:42:12Z,2021-02-23 14:45:41Z,405,2.985277778,0.0025,35.90902695,Tesla Inc,11.55,65.16393443,3.253611111,-1.0157,242.8394444,2021-02-12 17:51:50Z,1.687222222,-69.95708155,-6.2092,715,0.6834,11.75,0.190555556,2021-02-16 14:46:28Z,22699.55722,2021-02-12 18:03:16Z,???????????????,2021-02-12 19:33:04Z,0.4211,2021-02-26,34.83606557,-0.1856,-10.52657924,1742840,242.8394444,2021-02-22 21:15:26Z,2021-02-23 15:01:37Z,25,799.12,-40.58013911,2021-02-12 20:50:57Z,11.65,3.5,35.90902695,165.4269444,22078.02944,put,90.6,TRUE,TSLA210226P00715000,-25.28887422,Consumer Durables,8a4168cd-2e4a-4743-b118-57fb13894380,31.14754098,-,242.8394444,2021-02-17 20:05:07Z,2021-02-12 21:07:03Z,677.6824034,92.91055556,TSLA,-4,2021-02-22 20:42:12Z,18255.90056,Automobile Manufacturing
,24.14845173,,66.04477612,free,4329.695,2021-02-22 15:17:34Z,237.3111111,0,1007,33.33333333,237.3111111,2021-02-17 14:46:21Z,5.630597015,2021-02-16 19:33:27Z,0.746268657,5.726495726,2021-02-19 15:17:29Z,,32,,0.0133,25.12437811,ViacomCBS Inc - Class B,4.2,19.02985075,,-0.0218,165.3097222,2021-02-12 17:58:54Z,,-1.111111111,8.5303,80,0.5951,4.8,0.087777778,,14404.60111,2021-02-12 18:04:10Z,?????,,0.1615,2021-09-17,80.97014925,0.3217,36.42564802,453150,141.5758333,,2021-02-22 15:17:34Z,0,58.64,15.34662868,,4.5,4.45,25.12437811,97.57583333,475.9125,call,7.7,FALSE,VIAC210917C00080000,4.957264957,Consumer Services,2e4708b7-eef3-446a-b70a-34ee19314926,20.14925373,-,116.7908333,,,71.11111111,,VIAC,199,2021-02-18 15:33:27Z,0,Television Broadcasting
,102.7056757,117.95,95.40229885,free,18.95638889,2021-02-17 15:49:09Z,117.7063889,32.95019157,23723,100,308.6538889,2021-02-16 15:46:56Z,2.600153257,2021-02-12 18:18:52Z,84.6743295,-2.788586252,2021-02-17 15:49:09Z,2021-02-17 16:03:46Z,5550,,0.0533,102.3465569,Wells Fargo & Co.,1.28,4.597701149,,-0.0124,117.7063889,2021-02-12 18:06:46Z,,-5.836575875,2.5713,37.5,0.3879,1.29,0.201666667,,56393.20194,2021-02-12 18:18:52Z,???,,0.0624,2021-05-21,95.40229885,0.3237,11.90689346,3048405.5,97.68527778,2021-02-19 16:18:40Z,2021-02-25 14:46:00Z,54.40613027,33.51,77.60407699,,1.2836,1.21,102.3465569,0.201666667,56000.40028,call,3.6,TRUE,WFC210521C00037500,9.571984436,Finance,7aa8781c-76bb-484b-9c0a-e19c16018720,86.20689655,-,93.66944444,,,180.155642,,WFC,80,2021-02-16 19:47:53Z,35054.10028,Commercial Banking
140.8086111,-46.80124224,,8.695652174,free,12270.83306,,,0,3075,-97.61904762,98.88527778,2021-02-16 15:17:51Z,0.446869565,2021-02-19 21:13:36Z,0,-23.41269841,2021-02-16 20:51:25Z,,974,0.338055556,0.0225,-46.80124224,Boeing Co.,0.82,88.69565217,2.087222222,-0.176,98.62611111,2021-02-12 18:13:51Z,0.073333333,-97.61904762,0.626,222.5,0.3584,0.86,0.073333333,2021-02-17 15:02:56Z,511.5236111,2021-02-12 18:18:15Z,,2021-02-12 18:18:15Z,0.0705,2021-02-19,11.30434783,0.1552,5.310488451,258300,97.58722222,,2021-02-16 21:06:58Z,0,211.28,-46.80124224,2021-02-12 18:34:08Z,0.8399,0.02,-46.80124224,170.9958333,0,call,1.28,FALSE,BA210219C00222500,-17.12454212,Capital Goods,c57806c6-a802-46d6-85d7-fd2b1e6a99da,4.347826087,-,93.06666667,2021-02-18 15:02:22Z,2021-02-12 20:19:05Z,52.38095238,116.8180556,BA,-11,2021-02-16 19:49:05Z,0,Aerospace
,43.42436975,308.4111111,86.60714286,free,16.22916667,2021-02-22 17:51:59Z,239.5177778,65.17857143,1399,54.50980392,308.4111111,2021-02-22 15:18:22Z,1.828660714,2021-02-12 19:33:57Z,36.60714286,-4.598930481,2021-02-22 17:06:08Z,2021-02-25 14:45:35Z,380,,0.088,43.42436975,Gap  Inc.,1.25,9.821428571,,-0.0415,238.7536111,2021-02-12 18:20:55Z,,-7.450980392,0.5074,24.5,0.7977,1.3,0.218333333,,20836.47917,2021-02-12 18:34:01Z,,,0.022,2021-03-05,90.17857143,0.4312,5.331040413,178372.5,237.2186111,2021-02-22 15:34:02Z,2021-02-25 14:45:35Z,2.678571429,23.26,-4.598930481,,1.275,1.18,43.42436975,1.217222222,12916.35889,call,3.2,TRUE,GPS210305C00024500,-4.598930481,Retail Trade,eb02e250-1e17-4e07-b4d8-10f79f460855,62.5,-,236.9575,,,150.9803922,,GPS,3,2021-02-22 15:34:02Z,926.0666667,Family Clothing Stores
,62.91014331,260.2952778,91.69811321,free,651.5094444,2021-02-18 14:46:16Z,140.3044444,35.8490566,612,54.62184874,260.5613889,2021-02-16 17:33:02Z,9.676792453,2021-02-16 15:47:30Z,58.49056604,3.59052712,2021-02-16 17:33:02Z,2021-02-23 14:45:43Z,91,,0.0087,62.63516727,Plug Power Inc,5.85,2.641509434,,-0.0408,95.08388889,2021-02-12 18:28:00Z,,-3.361344538,-6.9841,49,0.9192,6.05,0.090833333,,53764.81833,2021-02-12 18:33:27Z,??????????,,0.1121,2021-06-18,97.35849057,-0.2233,-23.29367564,364140,95.08388889,2021-02-22 21:15:11Z,2021-02-23 15:01:41Z,15.8490566,63.88,31.62586774,,5.9522,5.75,62.63516727,93.325,44799.52861,put,16.7,TRUE,PLUG210618P00049000,6.140917906,Electronic Technology,7b7690d7-471f-448e-99dd-755df35d5dfc,77.35849057,-,95.08388889,,,180.6722689,,PLUG,108,2021-02-16 17:33:02Z,12299.19833,Other Commercial and Service Industry Machinery Manufacturing
,108.6074561,116.1980556,90.35087719,free,105.7436111,2021-02-17 14:46:58Z,116.1980556,98.24561404,1141,161.9318182,122.2816667,2021-02-16 15:01:24Z,18.35745614,2021-02-12 20:34:52Z,68.42105263,-23.52272727,2021-02-16 15:46:59Z,2021-02-17 14:46:58Z,219,0.463333333,0.0205,108.6074561,Riot Blockchain Inc,8.6,9.649122807,1.996388889,-0.475,93.19833333,2021-02-12 18:35:05Z,0.214444444,-35.79545455,0.4863,49,2.4799,9,0.214444444,,12525.13917,2021-02-12 18:47:57Z,????????,2021-02-12 18:47:57Z,0.0273,2021-02-19,90.35087719,0.6429,-6.61330284,1004080,92.955,2021-02-12 18:47:57Z,2021-02-17 20:51:59Z,57.89473684,52.47,108.6074561,2021-02-12 19:02:53Z,8.8,5.65,108.6074561,1.996388889,11183.33389,call,30.95,TRUE,RIOT210219C00049000,9.506118881,Finance,6dad5661-338e-44b1-b135-735b2f76f19e,80.70175439,-,92.43861111,,2021-02-12 20:34:52Z,251.7045455,,RIOT,-11,2021-02-16 15:32:23Z,9550.195278,In-Vitro Diagnostic Substance Manufacturing
,163.3908252,141.1197222,78.19548872,free,4747.412222,2021-02-17 16:33:59Z,117.8636111,55.63909774,295,244.9275362,260.3308333,2021-02-17 14:46:41Z,9.386278195,2021-02-16 16:02:51Z,62.03007519,3.47826087,2021-02-17 16:04:27Z,2021-02-18 15:49:21Z,18,92.59833333,0.02,172.0660347,ARK Investment Management LLC - ARK Innovation ETF,3.3,18.04511278,93.09833333,-0.1417,117.3713889,2021-02-12 18:42:10Z,92.33972222,-28.98550725,-2.8836,148,0.461,3.6,0.110833333,,52202.70111,2021-02-12 18:48:49Z,????????,2021-02-16 15:02:33Z,0.13,2021-03-05,81.95488722,-0.297,-5.170756712,101775,117.1141667,2021-02-17 16:49:11Z,2021-02-23 15:02:01Z,48.4962406,156.07,27.39638952,2021-02-16 15:18:04Z,3.45,2.45,172.0660347,93.34472222,46810.20056,put,23.5,TRUE,ARKK210305P00148000,-7.413600892,,7ca3af2e-fa84-4733-8d17-35418ca092ec,74.06015038,-,116.0752778,,2021-02-16 15:48:04Z,581.1594203,,ARKK,3,2021-02-17 15:49:01Z,40843.14083,
